Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,Term,Department,Year,Semester,AY,matched_name
PPDE-612,Consulting in Healthcare Organizations,2.0,Lecture,50902R,1.0,6:00-8:20pm,Thursday,30.0,10.0,Philip Dalton,20223,Health Policy and Management,2022,F,AY23,Phil Dalton
PPDE-630,Community Health Planning,4.0,Lecture,50903R,1.0,2:00-5:20pm,Tuesday,20.0,18.0,David Sloane,20223,Urban Planning and Spatial Management,2022,F,AY23,David Sloane
PPDE-636,Urban Spatial Ethnography and Critical Cartography,4.0,Lecture,50907D,1.0,8:30-11:50am,Wednesday,20.0,20.0,Annette Kim,20223,Urban Planning and Spatial Management,2022,F,AY23,Annette M. Kim
PPDE-639,Housing Dynamics for Policy and Planning,4.0,Lecture,50917R,1.0,2:00-5:20pm,Monday,32.0,17.0,Dowell Myers,20223,Urban Planning and Spatial Management,2022,F,AY23,Dowell Myers
PPDE-640,"Climate, Sustainability and Environmental Planning",4.0,Lecture,50923R,1.0,2:00-5:20pm,Monday,40.0,36.0,Santina Contreras,20223,Urban Planning and Spatial Management,2022,F,AY23,Santina Contreras
PPDE-660,Environmental Policy Design and Analysis,4.0,Lecture,50919R,1.0,12:00-1:50pm,"Tue, Thu",32.0,19.0,Adam Rose,20223,Public Policy and Management,2022,F,AY23,Adam Rose
PPDE-668,Applied Econometrics for Program Evaluation,4.0,Lecture,50912D,1.0,2:00-5:20pm,Wednesday,32.0,29.0,T.J. Mccarthy,20223,Public Policy and Management,2022,F,AY23,T.J. McCarthy
PPDE-669,U.S. Education Policy,4.0,Lecture,50922R,1.0,2:00-5:20pm,Thursday,32.0,9.0,Julie Marsh,20223,Public Policy and Management,2022,F,AY23,Julie Marsh
PLUS-650,Public Policy and Globalization,4.0,Lecture,51540D,1.0,-,,18.0,10.0,Eric Heikkila,20223,Urban Planning and Spatial Management,2022,F,AY23,Eric Heikkila
PLUS-663,Designing Livable Environments I,1.0,Lecture,51531D,545.0,-,,25.0,10.0,Elizabeth Falletta,20223,Urban Planning and Spatial Management,2022,F,AY23,Liz Falletta
PLUS-671,Leading a Collaborative City,3.0,Lecture,51553D,919.0,5:30-7:00pm,Monday,25.0,11.0,Frank Zerunyan,20223,Public Policy and Management,2022,F,AY23,Frank V. Zerunyan
PLUS-694a,"Planning, Design and Development Professional Dissertation",2.0,Lecture,51545D,1.0,TBA,,20.0,4.0,Juliet Musso,20223,Public Policy and Management,2022,F,AY23,Juliet Ann Musso
PLUS-694c,"Planning, Design and Development Professional Dissertation",2.0,Lecture,51547D,1.0,TBA,,20.0,5.0,Juliet Musso,20223,Public Policy and Management,2022,F,AY23,Juliet Ann Musso
PLUS-694z,"Planning, Design and Development Professional Dissertation",0.0,Lecture,51549D,1.0,TBA,,20.0,4.0,Juliet Musso,20223,Public Policy and Management,2022,F,AY23,Juliet Ann Musso
RED-200,Introduction to Real Estate,4.0,Lecture,51667R,1.0,4:00-5:50pm,"Tue, Thu",65.0,64.0,Christian Redfearn,20223,Real Estate Development,2022,F,AY23,Christian L. Redfearn
RED-200,Introduction to Real Estate,4.0,Lecture,51668R,1.0,10:00-11:50am,"Mon, Wed",101.0,99.0,John Loper,20223,Real Estate Development,2022,F,AY23,John Loper
RED-325,Introduction to Finance in Cities,4.0,Lecture,51669R,1.0,2:00-3:50pm,"Mon, Wed",40.0,23.0,John Loper,20223,Real Estate Development,2022,F,AY23,John Loper
RED-362,Real Estate Development Fundamentals,4.0,Lecture,51651R,1.0,10:00-11:50am,"Tue, Thu",66.0,64.0,Mary Lynne Boorn,20223,Real Estate Development,2022,F,AY23,Mary Lynne Boorn
RED-375,Real Estate Development Analysis,4.0,Lecture,51644R,1.0,12:00-1:50pm,"Mon, Wed",25.0,27.0,Moussa Diop,20223,Real Estate Development,2022,F,AY23,Moussa Diop
RED-375,Real Estate Development Analysis,4.0,Lecture,51650R,1.0,6:00-9:20pm,Monday,25.0,25.0,John Loper,20223,Real Estate Development,2022,F,AY23,John Loper
RED-375,Real Estate Development Analysis,4.0,Lecture,51652R,1.0,8:00-9:50am,"Mon, Wed",25.0,21.0,Moussa Diop,20223,Real Estate Development,2022,F,AY23,Moussa Diop
RED-425,Designing Livable Communities,4.0,Lecture,51656R,1.0,12:00-1:50pm,"Mon, Wed",25.0,24.0,Elizabeth Falletta,20223,Urban Planning and Spatial Management,2022,F,AY23,Liz Falletta
RED-435,Analyzing Real Estate Markets,4.0,Lecture,51658R,1.0,8:30-11:50am,Friday,25.0,23.0,Mark Zikakis,20223,ROTC,2022,F,AY23,Lt. Col Mark R. Burley
RED-435,Analyzing Real Estate Markets,4.0,Lecture,51659R,1.0,2:00-3:50pm,"Tue, Thu",25.0,27.0,Mary Lynne Boorn,20223,Real Estate Development,2022,F,AY23,Mary Lynne Boorn
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,51660R,1.0,6:00-9:20pm,Tuesday,19.0,19.0,Christian Redfearn,20223,Real Estate Development,2022,F,AY23,Christian L. Redfearn
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,51665R,1.0,2:00-3:50pm,"Tue, Thu",18.0,15.0,Spencer Couts,20223,Real Estate Development,2022,F,AY23,Spencer Couts
RED-509,Market Analysis for Real Estate,4.0,Lecture,51600D,38.0,6:00-9:20pm,Tuesday,35.0,29.0,Mary Lynne Boorn,20223,Real Estate Development,2022,F,AY23,Mary Lynne Boorn
RED-542,Finance of Real Estate Development,3.0,Lecture,51605D,38.0,6:00-8:50pm,Thursday,20.0,18.0,Spencer Couts,20223,Real Estate Development,2022,F,AY23,Spencer Couts
RED-574,Building Typologies,2.0,Lecture,51612D,38.0,4:00-5:50pm,Wednesday,30.0,16.0,Mary Lynne Boorn,20223,Real Estate Development,2022,F,AY23,Mary Lynne Boorn
RED-574,Building Typologies,2.0,Lecture,51613D,38.0,6:00-7:50pm,Wednesday,12.0,12.0,Mary Lynne Boorn,20223,Real Estate Development,2022,F,AY23,Mary Lynne Boorn
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,51710D,820.0,TBA,,20.0,15.0,Lisa Ozaeta,20223,Health Policy and Management,2022,F,AY23,Lisa Ozaeta
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,51711D,820.0,TBA,,15.0,14.0,Lisa Ozaeta,20223,Health Policy and Management,2022,F,AY23,Lisa Ozaeta
HMGT-575,Managing and Improving Health,4.0,Lecture,51722D,820.0,-,,15.0,12.0,Glenn Melnick,20223,Health Policy and Management,2022,F,AY23,Glenn Melnick
HMGT-575,Managing and Improving Health,4.0,Lecture,51723D,820.0,TBA,,15.0,9.0,Glenn Melnick,20223,Health Policy and Management,2022,F,AY23,Glenn Melnick
HMGT-600,Managing Risk,2.0,Lecture,51716D,820.0,TBA,,23.0,12.0,Michael Harris,20223,Health Policy and Management,2022,F,AY23,Michael E. Harris
HMGT-600,Managing Risk,2.0,Lecture,51717D,820.0,TBA,,15.0,11.0,Michael Harris,20223,Health Policy and Management,2022,F,AY23,Michael E. Harris
PPD-503,Economics for Public Policy,4.0,Lecture,51396D,597.0,5:30-7:35pm,"Mon, Wed",56.0,53.0,T.J. Mccarthy,20222,Public Policy and Management,2022,SU,AY23,T.J. McCarthy
PPD-504,Essential Statistics for Public Management,2.0,Lecture,51394D,523.0,6:00-8:30pm,Tuesday,35.0,35.0,Emma Aguila Vega,20222,Health Policy and Management,2022,SU,AY23,Emma Aguila
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,51307D,790.0,TBA,,45.0,40.0,Philip Dalton,20222,Health Policy and Management,2022,SU,AY23,Phil Dalton
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,51308D,790.0,TBA,,45.0,42.0,Philip Dalton,20222,Health Policy and Management,2022,SU,AY23,Phil Dalton
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51464D,593.0,TBA,,30.0,18.0,Tara Blanc,20222,Public Policy and Management,2022,SU,AY23,Tara Blanc
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51466D,593.0,TBA,,25.0,17.0,Juliet Musso,20222,Public Policy and Management,2022,SU,AY23,Juliet Ann Musso
PPD-546,Capstone in Public Administration,4.0,Lecture,51302D,790.0,TBA,,20.0,15.0,Peter Robertson,20222,Public Policy and Management,2022,SU,AY23,Peter J. Robertson
PPD-546,Capstone in Public Administration,4.0,Lecture,51471D,593.0,TBA,,25.0,19.0,Adam James,20222,Public Policy and Management,2022,SU,AY23,James M. Ferris
PPD-554,Foundations of Policy Analysis,4.0,Lecture,51404D,530.0,TBA,,30.0,27.0,Lois Takahashi,20222,Public Policy and Management,2022,SU,AY23,Lois M. Takahashi
PPD-688,Business and Public Policy,4.0,Lecture,51200R,59.0,5:00-9:35pm,Thursday,5.0,11.0,Michael Thom,20222,Public Policy and Management,2022,SU,AY23,Michael Thom
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,51074D,598.0,TBA,,24.0,24.0,John Calanni Tara Blanc,20222,Public Policy and Management,2022,SU,AY23,Tara Blanc
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,51075D,598.0,TBA,,24.0,19.0,John Calanni Tara Blanc,20222,Public Policy and Management,2022,SU,AY23,Tara Blanc
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,51076D,598.0,TBA,,24.0,20.0,Tara Blanc John Calanni,20222,Public Policy and Management,2022,SU,AY23,Tara Blanc
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,51077D,598.0,TBA,,24.0,16.0,Tara Blanc John Calanni,20222,Public Policy and Management,2022,SU,AY23,Tara Blanc
PLUS-668,Big Data for Planning and Development,2.0,Lecture,51556D,919.0,5:30-6:30pm,Tuesday,25.0,11.0,John Cho,20222,Health Policy and Management,2022,SU,AY23,John A. Romley
RED-542,Finance of Real Estate Development,3.0,Lecture,51602D,531.0,2:00-3:50pm,"Mon, Wed",30.0,4.0,Christian Redfearn,20222,Real Estate Development,2022,SU,AY23,Christian L. Redfearn
RED-551,The Approval Process,4.0,Lecture,51606D,531.0,6:00-8:50pm,"Tue, Thu",25.0,23.0,Nicole Kuklok-Waldman Donna Tripp,20222,Public Policy and Management,2022,SU,AY23,Nicole E. Esparza
RED-590,Directed Research,1.0-12.0 units,Lecture,51610D,531.0,TBA,,10.0,2.0,Christian Redfearn,20222,Real Estate Development,2022,SU,AY23,Christian L. Redfearn
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,51712D,820.0,TBA,,15.0,9.0,Lisa Ozaeta,20222,Health Policy and Management,2022,SU,AY23,Lisa Ozaeta
HMGT-601,Operations Management for Accountability,4.0,Lecture,51719D,820.0,TBA,,18.0,17.0,Michael Harris,20222,Health Policy and Management,2022,SU,AY23,Michael E. Harris
PPD-225,Public Policy and Management,4.0,Lecture,51100R,1.0,2:00-3:50pm,"Tue, Thu",55.0,46.0,Lavonna Lewis,20221,Health Policy and Management,2022,SP,AY22,LaVonna B. Lewis
PPD-240g,Citizenship and Public Ethics,4.0,Lecture,51110D,1.0,12:00-1:50pm,"Tue, Thu",42.0,30.0,William Resh,20221,Public Policy and Management,2022,SP,AY22,William G. Resh
PPD-245g,The Urban Context,4.0,Lecture,51142D,1.0,4:00-5:50pm,"Mon, Wed",100.0,91.0,Dowell Myers,20221,Urban Planning and Spatial Management,2022,SP,AY22,Dowell Myers
PPD-300,Social Justice Issues in Public Policy and Urban Planning,4.0,Lecture,51111R,1.0,12:00-1:50pm,"Tue, Thu",32.0,31.0,Lavonna Lewis,20221,Health Policy and Management,2022,SP,AY22,LaVonna B. Lewis
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51107R,1.0,12:00-1:50pm,"Mon, Wed",29.0,30.0,John Romley,20221,Health Policy and Management,2022,SP,AY22,John A. Romley
PPD-314,Public Policy and Law,4.0,Lecture,51118R,1.0,6:00-9:20pm,Wednesday,32.0,31.0,Frank Zerunyan,20221,Public Policy and Management,2022,SP,AY22,Frank V. Zerunyan
PPD-320,Organizational Behavior in Public Administration,4.0,Lecture,51113R,1.0,2:00-3:50pm,"Mon, Wed",32.0,14.0,Howard Greenwald,20221,Health Policy and Management,2022,SP,AY22,Howard Greenwald
PPD-325,Fundamentals of Health Policy and Management,4.0,Lecture,51120R,1.0,10:00-11:50am,"Mon, Wed",32.0,17.0,Darius Lakdawalla,20221,Health Policy and Management,2022,SP,AY22,Darius Lakdawalla
PPD-330,Introduction to Health Care Systems,4.0,Lecture,51102R,1.0,9:00-12:20pm,Friday,35.0,35.0,Glenn Melnick,20221,Health Policy and Management,2022,SP,AY22,Glenn Melnick
PPD-357,Government and Business,4.0,Lecture,51127R,1.0,10:00-11:50am,"Tue, Thu",32.0,30.0,Michael Thom,20221,Public Policy and Management,2022,SP,AY22,Michael Thom
PPD-373,Public Policy and Planning Analysis,4.0,Lecture,51122D,1.0,12:00-1:50pm,"Mon, Wed",33.0,30.0,Grace Bahng,20221,Public Policy and Management,2022,SP,AY22,Grace Bahng
PPD-382,International Development,4.0,Lecture,51117R,1.0,2:00-3:50pm,"Tue, Thu",32.0,18.0,Peter Robertson,20221,Public Policy and Management,2022,SP,AY22,Peter J. Robertson
PPD-400,Topics in Public Policy and Urban Studies,4.0,Lecture,51149R,1.0,12:00-1:50pm,"Tue, Thu",26.0,25.0,David Sloane,20221,Urban Planning and Spatial Management,2022,SP,AY22,David Sloane
PPD-410,Comparative Urban Development,4.0,Lecture,51115R,1.0,6:00-9:20pm,Wednesday,25.0,24.0,Rym Kaki,20221,Public Policy and Management,2022,SP,AY22,Rym Kaki
PPD-415,Health Policy,4.0,Lecture,51125R,1.0,8:00-9:50am,"Tue, Thu",32.0,8.0,Rosalie Pacula,20221,Health Policy and Management,2022,SP,AY22,Rosalie Pacula
PPD-478,Social Innovation,4.0,Lecture,51137R,1.0,10:00-11:50am,"Mon, Wed",32.0,23.0,Christine Beckman,20221,Public Policy and Management,2022,SP,AY22,Christine M. Beckman
PPD-499,"Private Investment in the Public Realm: Placemaking, Placefaking or Placekeeping along the E-Line?",2.0,Lecture,51148R,1.0,12:00-1:50pm,Tuesday,32.0,29.0,Elizabeth Falletta Takako Tajima,20221,Urban Planning and Spatial Management,2022,SP,AY22,Liz Falletta
PPD-503,Economics for Public Policy,4.0,Lecture,51220D,1.0,6:00-9:20pm,Wednesday,62.0,51.0,Mark Phillips,20221,Public Policy and Management,2022,SP,AY22,Mark Phillips
PPD-504,Essential Statistics for Public Management,2.0,Lecture,51464D,593.0,TBA,,26.0,17.0,John Calanni Steve Shea,20221,Real Estate Development,2022,SP,AY22,John Loper
PPD-504,Essential Statistics for Public Management,2.0,Lecture,51465D,593.0,TBA,,25.0,14.0,John Calanni Steve Shea,20221,Real Estate Development,2022,SP,AY22,John Loper
PPD-510a,Financial Management of Health Services,4.0,Lecture,51278D,1.0,6:00-9:20pm,Tuesday,40.0,40.0,Alice Chen,20221,Health Policy and Management,2022,SP,AY22,Alice Chen
PPD-512,Health Administration Residency Seminar,2.0,Lecture,51277D,1.0,6:00-7:50pm,Wednesday,80.0,75.0,Michael Low,20221,Health Policy and Management,2022,SP,AY22,Michael E. Harris
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,51312D,791.0,TBA,,30.0,20.0,Alice Chen,20221,Health Policy and Management,2022,SP,AY22,Alice Chen
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,51313D,791.0,TBA,,31.0,29.0,Alice Chen,20221,Health Policy and Management,2022,SP,AY22,Alice Chen
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,51204D,1.0,6:00-9:20pm,Wednesday,41.0,39.0,Philip Dalton,20221,Health Policy and Management,2022,SP,AY22,Phil Dalton
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,51266D,1.0,6:00-9:20pm,Thursday,40.0,37.0,Philip Dalton,20221,Health Policy and Management,2022,SP,AY22,Phil Dalton
PPD-518,Quality of Care Concepts,2.0,Lecture,51777D,820.0,TBA,,26.0,20.0,Michael Harris,20221,Health Policy and Management,2022,SP,AY22,Michael E. Harris
PPD-523,Urban and International Development,4.0,Lecture,51212R,1.0,2:00-5:20pm,Thursday,40.0,39.0,Eric Heikkila,20221,Urban Planning and Spatial Management,2022,SP,AY22,Eric Heikkila
PPD-523,Urban and International Development,4.0,Lecture,51526R,1.0,2:00-5:20pm,Tuesday,40.0,26.0,Eric Heikkila,20221,Urban Planning and Spatial Management,2022,SP,AY22,Eric Heikkila
PPD-528,Physical Planning: Urban and Community Design,2.0,Lecture,51222R,1.0,2:00-3:50pm,Tuesday,45.0,43.0,Elizabeth Falletta,20221,Urban Planning and Spatial Management,2022,SP,AY22,Liz Falletta
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51214R,1.0,6:00-9:20pm,Thursday,22.0,21.0,Michael Thom,20221,Public Policy and Management,2022,SP,AY22,Michael Thom
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51246R,1.0,2:00-5:20pm,Thursday,22.0,22.0,Michael Thom,20221,Public Policy and Management,2022,SP,AY22,Michael Thom
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51479D,593.0,TBA,,30.0,15.0,Kelly Rawlings,20221,Public Policy and Management,2022,SP,AY22,Kelly Rawlings
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51480D,593.0,TBA,,25.0,18.0,Kelly Rawlings Adrianne Ward,20221,Public Policy and Management,2022,SP,AY22,Kelly Rawlings
PPD-546,Capstone in Public Administration,4.0,Lecture,51265D,1.0,6:00-9:20pm,Wednesday,15.0,18.0,William Resh,20221,Public Policy and Management,2022,SP,AY22,William G. Resh
PPD-546,Capstone in Public Administration,4.0,Lecture,51383D,597.0,6:00-9:20pm,Monday,15.0,13.0,Peter Robertson,20221,Public Policy and Management,2022,SP,AY22,Peter J. Robertson
PPD-546,Capstone in Public Administration,4.0,Lecture,51401D,530.0,TBA,,20.0,10.0,Lois Takahashi,20221,Public Policy and Management,2022,SP,AY22,Lois M. Takahashi
PPD-546,Capstone in Public Administration,4.0,Lecture,51470D,593.0,TBA,,25.0,22.0,Adam James,20221,Public Policy and Management,2022,SP,AY22,James M. Ferris
PPD-546,Capstone in Public Administration,4.0,Lecture,51504D,1.0,6:00-9:20pm,Thursday,15.0,16.0,Nicole Esparza,20221,Public Policy and Management,2022,SP,AY22,Nicole E. Esparza
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,51287D,1.0,2:00-5:20pm,Tuesday,26.0,25.0,Pamela Mccann,20221,Public Policy and Management,2022,SP,AY22,Pamela McCann
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,51525D,1.0,2:00-5:20pm,Wednesday,33.0,32.0,Pamela Mccann,20221,Public Policy and Management,2022,SP,AY22,Pamela McCann
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,51283D,1.0,2:00-5:20pm,Tuesday,36.0,25.0,Julie Zissimopoulos,20221,Health Policy and Management,2022,SP,AY22,Julie M. Zissimopoulos
PPD-560,Methods for Policy Analysis,4.0,Lecture,51224D,1.0,6:00-9:20pm,Thursday,29.0,28.0,T.J. Mccarthy,20221,Public Policy and Management,2022,SP,AY22,T.J. McCarthy
PPD-560,Methods for Policy Analysis,4.0,Lecture,51267D,1.0,2:00-5:20pm,Tuesday,28.0,28.0,Mark Phillips,20221,Public Policy and Management,2022,SP,AY22,Mark Phillips
PPD-560,Methods for Policy Analysis,4.0,Lecture,51524D,1.0,2:00-5:20pm,Wednesday,29.0,29.0,T.J. Mccarthy,20221,Public Policy and Management,2022,SP,AY22,T.J. McCarthy
PPD-561b,Policy Analysis Practicum,3.0,Lecture,51225D,1.0,9:00-11:50am,Friday,57.0,57.0,Juliet Musso Grace Bahng Gary Painter,20221,Public Policy and Management,2022,SP,AY22,Grace Bahng
PPD-569,Applied International Policy Analysis and Management Project,4.0,Lecture,51353D,785.0,8:30-11:50am,Monday,14.0,14.0,Rym Kaki,20221,Public Policy and Management,2022,SP,AY22,Rym Kaki
PPD-599,Data Visualization for Policy Analysis,4.0,Lecture,51520R,1.0,2:00-5:20pm,Monday,32.0,27.0,Grace Bahng,20221,Public Policy and Management,2022,SP,AY22,Grace Bahng
PPD-599,Foundations of Environmental Policy,4.0,Lecture,51521D,1.0,2:00-5:20pm,Monday,34.0,31.0,Antonio Bento,20221,Public Policy and Management,2022,SP,AY22,Antonio M. Bento
PPD-599,"Planning for Resilience: Natural Hazards, Climate Risks, and Vulnerability",4.0,Lecture,51522R,1.0,2:00-5:20pm,Tuesday,32.0,10.0,Santina Contreras,20221,Urban Planning and Spatial Management,2022,SP,AY22,Santina Contreras
PPD-672,Collaborative Governance,4.0,Lecture,51475D,593.0,TBA,,25.0,21.0,William Leach,20221,Public Policy and Management,2022,SP,AY22,William Leach
PPD-672,Collaborative Governance,4.0,Lecture,51500R,1.0,6:00-9:20pm,Thursday,25.0,25.0,Frank Zerunyan,20221,Public Policy and Management,2022,SP,AY22,Frank V. Zerunyan
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,51382R,597.0,6:00-9:20pm,Tuesday,20.0,13.0,Tara Blanc,20221,Public Policy and Management,2022,SP,AY22,Tara Blanc
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,51476D,593.0,TBA,,25.0,23.0,Tara Blanc,20221,Public Policy and Management,2022,SP,AY22,Tara Blanc
PPD-675,Nonprofit Management and Leadership,4.0,Lecture,51271R,1.0,6:00-9:20pm,Monday,26.0,12.0,Nicole Esparza,20221,Public Policy and Management,2022,SP,AY22,Nicole E. Esparza
PPD-677,International Development Administration,4.0,Lecture,51244R,1.0,6:00-9:20pm,Monday,32.0,15.0,Rym Kaki,20221,Public Policy and Management,2022,SP,AY22,Rym Kaki
PPD-686,U.S. Immigration Policy,4.0,Lecture,51274R,1.0,2:00-5:20pm,Thursday,32.0,11.0,Roberto Suro,20221,Public Policy and Management,2022,SP,AY22,Roberto Suro
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,51477D,593.0,TBA,,25.0,15.0,Kelly Rawlings,20221,Public Policy and Management,2022,SP,AY22,Kelly Rawlings
PPD-697,Cultural Proficiency in Health Management and Policy,2.0,Lecture,51282R,1.0,6:00-7:50pm,Tuesday,27.0,23.0,Lavonna Lewis,20221,Health Policy and Management,2022,SP,AY22,LaVonna B. Lewis
PPD-700,Teaching Seminar,2.0,Lecture,51292D,1.0,12:00-1:50pm,Friday,13.0,13.0,Juliet Musso,20221,Public Policy and Management,2022,SP,AY22,Juliet Ann Musso
PPD-710b,Research Seminar,2.0,Lecture,51284D,1.0,2:00-3:50pm,Wednesday,13.0,13.0,Dowell Myers,20221,Urban Planning and Spatial Management,2022,SP,AY22,Dowell Myers
PPD-794a,Doctoral Dissertation,2.0,Lecture,51254D,1.0,TBA,,10.0,1.0,Juliet Musso,20221,Public Policy and Management,2022,SP,AY22,Juliet Ann Musso
PPD-794b,Doctoral Dissertation,2.0,Lecture,51255D,1.0,TBA,,12.0,10.0,Juliet Musso,20221,Public Policy and Management,2022,SP,AY22,Juliet Ann Musso
