Course number,Course title,Units,Type,Registered,Instructor,term,class_abbr
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,32.0,Tara Blanc,20221,PPDE
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,18.0,Eric Alegria,20221,PPDE
PPDE-580,Social Innovation,4.0,Lecture,14.0,Gary Painter,20221,PPDE
PPDE-610,Population Health Management,2.0,Lecture,10.0,Ellen Rudy,20221,PPDE
PPDE-613,Analytics and Operations for Healthcare Management,2.0,Lecture,41.0,Dan Mirakhor Antoinne Harris,20221,PPDE
PPDE-613,Analytics and Operations for Healthcare Management,2.0,Lecture,43.0,Salem Hawatmeh Antoinne Harris,20221,PPDE
PPDE-628,Introduction to Lean Health Care,2.0,Lecture,12.0,Trent Lim,20221,PPDE
PPDE-634,"Methodology, Methods and Tools for Urban Sustainability",2.0-4.0 units,Lecture,28.0,Elizabeth Crosson Lauren Faber,20221,PPDE
PPDE-635,Housing and Land Use in Rapidly Urbanizing Regions,4.0,Lecture,14.0,Annette Kim,20221,PPDE
PPDE-637,Urban Mass Transit,4.0,Lecture,25.0,Lisa Schweitzer,20221,PPDE
PPDE-638,"Race, Arts, and Placemaking",4.0,Lecture,6.0,Annette Kim,20221,PPDE
PPDE-641,Art and the City,4.0,Lecture,17.0,Katherine Bray-Simons,20221,PPDE
PPDE-644,Land Use and Transportation Planning,4.0,Lecture,30.0,Marlon Boarnet,20221,PPDE
PPDE-647,Civic Engagement in Governance,4.0,Lecture,24.0,Mindy Romero,20221,PPDE
PPDE-648,Performance Management,4.0,Lecture,6.0,John Drake,20221,PPDE
PPDE-668,Applied Econometrics for Program Evaluation,4.0,Lecture,26.0,T.J. Mccarthy,20221,PPDE
PPDE-671,Economic Analysis of Education Policy,4.0,Lecture,16.0,Andrew Mc Eachin,20221,PPDE
PPDE-672,An Exploration of the Intelligence Community - from Policy to Cyber Espionage,4.0,Lecture,15.0,Michael Orosz,20221,PPDE
PPDE-680,Board Governance and Leadership,2.0,Lecture,19.0,Claire Peeps,20221,PPDE
PPDE-681,Fund Development for Nonprofit Organizations,4.0,Lecture,22.0,Carole King,20221,PPDE
PLUS-652,"Place, Institutions, and Governance",4.0,Lecture,16.0,William Leach,20221,PLUS
PLUS-660,Economics of a Productive Development - A Public/Private Perspective,3.0,Lecture,7.0,Roger Moliere Elizabeth Falletta,20221,PLUS
PLUS-661,Politics and Process of Urban Development,2.0,Lecture,7.0,Marcia Jensen,20221,PLUS
PLUS-662,Planning and Development Case Study,1.0,Lecture,8.0,Sherry Okun-Rudnak,20221,PLUS
PLUS-663,Designing Livable Environments I,1.0,Lecture,8.0,Kamille Parks,20221,PLUS
PLUS-664,Urban Political Economy and Urban Development,2.0,Lecture,10.0,Donald Spivack,20221,PLUS
PLUS-665,Economics for a Productive City,3.0,Lecture,10.0,Eric Heikkila,20221,PLUS
PLUS-667,Effective Engagement with Stakeholders,3.0,Lecture,8.0,Jackie Illum,20221,PLUS
PLUS-668,Big Data for Planning and Development,2.0,Lecture,10.0,John Cho,20221,PLUS
PLUS-669,Designing Livable Environments II,1.0,Lecture,19.0,Catherine Saez,20221,PLUS
PLUS-670,Communicating Data for Planning and Development,1.0,Lecture,19.0,Andrzej Rutkowski,20221,PLUS
PLUS-694b,"Planning, Design and Development Professional Dissertation",2.0,Lecture,8.0,Peter Robertson,20221,PLUS
PLUS-694d,"Planning, Design and Development Professional Dissertation",2.0,Lecture,6.0,Juliet Musso,20221,PLUS
RED-200,Introduction to Real Estate,4.0,Lecture,77.0,John Loper,20221,RED
RED-200,Introduction to Real Estate,4.0,Lecture,77.0,Mark Zikakis,20221,RED
RED-201,Real Estate Career Seminar,2.0,Lecture,32.0,Garland Fuller,20221,RED
RED-325,Introduction to Finance in Cities,4.0,Lecture,43.0,John Loper,20221,RED
RED-351,Land Use Regulation,4.0,Lecture,28.0,Silvia Saucedo,20221,RED
RED-362,Real Estate Development Fundamentals,4.0,Lecture,51.0,Mary Lynne Boorn,20221,RED
RED-362,Real Estate Development Fundamentals,4.0,Lecture,48.0,Jorge De la Roca,20221,RED
RED-375,Real Estate Development Analysis,4.0,Lecture,25.0,John Loper,20221,RED
RED-375,Real Estate Development Analysis,4.0,Lecture,27.0,Moussa Diop,20221,RED
RED-398,Shaping Cities Through Real Estate,"2.0-4.0 units, max 8",,,,20221,RED
RED-398,Retail Properties,4.0,Lecture,30.0,Bret Nielsen,20221,RED
RED-398,Residential Properties,4.0,Lecture,28.0,Aleks Baharlo,20221,RED
RED-417,History of Planning and Development,4.0,Lecture,52.0,Cara Mullio,20221,RED
RED-417,History of Planning and Development,4.0,Lecture,53.0,David Sloane,20221,RED
RED-425,Designing Livable Communities,4.0,Lecture,18.0,Zerik Scales,20221,RED
RED-425,Designing Livable Communities,4.0,Lecture,24.0,Elizabeth Falletta,20221,RED
RED-425,Designing Livable Communities,4.0,Lecture,25.0,Meaghan Pohl,20221,RED
RED-435,Analyzing Real Estate Markets,4.0,Lecture,35.0,Mary Lynne Boorn,20221,RED
RED-435,Analyzing Real Estate Markets,4.0,Lecture,25.0,William Fishel Matthew Stewart,20221,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,23.0,Nathan Munson,20221,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,22.0,Spencer Couts,20221,RED
RED-500,Real Estate Development and the Economy,2.0,Lecture,19.0,Mott Smith,20221,RED
RED-510,Real Estate Practice and Principles,4.0,Lecture,31.0,Joel Bryant,20221,RED
RED-512,Real Estate Project Analysis,4.0,Lecture,13.0,Terri Dickerhoff,20221,RED
RED-545,Advanced Real Estate and Financial Modeling,2.0,Lecture,11.0,Ehud Mouchly,20221,RED
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lecture,11.0,Christian Redfearn,20221,RED
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lecture,19.0,Christian Redfearn,20221,RED
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lab,13.0,Iain Gulin,20221,RED
RED-546,Applications of Real Estate Finance to Problems of Development,3.0,Lab,17.0,Iain Gulin,20221,RED
RED-562,Legal Issues in Real Estate Development,4.0,Lecture,11.0,Kevin Fields,20221,RED
RED-563,Introduction to the Asset Management of Real Estate,2.0,Lecture,27.0,Stanley Iezman,20221,RED
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,19.0,Carl Meyer Steven Kellenberg Shawn Godkin,20221,RED
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,11.0,Carl Meyer Steven Kellenberg Shawn Godkin,20221,RED
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lab,30.0,Shawn Godkin,20221,RED
RED-590,Directed Research,1.0-12.0 units,Lecture,7.0,Samantha Malisos,20221,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",,,,20221,RED
RED-598,Multi-Family Development,2.0,Lecture,30.0,Christopher Payne,20221,RED
RED-598,Hotel/Resort/Timeshare Development,2.0,Lecture,12.0,Bruce Baltin,20221,RED
RED-598,Retail Development,2.0,Lecture,28.0,Jeffrey Kreshek,20221,RED
HMGT-540,"Health Economics, Financing and Reimbursement",4.0,Lecture,13.0,Ian Spatz,20221,HMGT
HMGT-540,"Health Economics, Financing and Reimbursement",4.0,Lecture,7.0,Paul Ginsburg,20221,HMGT
HMGT-565,Managing the Organization's Financial Health,4.0,Lecture,28.0,Lisa Ozaeta,20221,HMGT
HMGT-565,Managing the Organization's Financial Health,4.0,Lecture,12.0,Lisa Ozaeta,20221,HMGT
HMGT-570,Strategic Management,4.0,Lecture,19.0,Michael Nichol,20221,HMGT
HMGT-575,Managing and Improving Health,4.0,Lecture,26.0,Glenn Melnick,20221,HMGT
HMGT-575,Managing and Improving Health,4.0,Lecture,14.0,Glenn Melnick,20221,HMGT
HMGT-600,Managing Risk,2.0,Lecture,7.0,Michael Harris,20221,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,16.0,Stanley Augustine,20221,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0,Lecture,19.0,Gary Blackard,20221,HMGT
PPD-225,Public Policy and Management,4.0,Lecture,31.0,Michael Thom,20213,PPD
PPD-225,Public Policy and Management,4.0,Lecture,27.0,John Russo,20213,PPD
PPD-227,Urban Planning and Development,4.0,Lecture,26.0,Dion Jackson,20213,PPD
PPD-240g,Citizenship and Public Ethics,4.0,Lecture,43.0,Grace Bahng,20213,PPD
PPD-245g,The Urban Context,4.0,Lecture,59.0,Marlon Boarnet,20213,PPD
PPD-245g,The Urban Context,4.0,Lecture,65.0,Todd Gish,20213,PPD
PPD-300,Social Justice Issues in Public Policy and Urban Planning,4.0,Lecture,34.0,Lavonna Lewis,20213,PPD
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,54.0,Lauren Opgenorth,20213,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,27.0,Emma Aguila Vega,20213,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,28.0,Julie Zissimopoulos,20213,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,29.0,John Romley,20213,PPD
PPD-313,Finance of the Public Sector,4.0,Lecture,20.0,Mark Phillips,20213,PPD
PPD-315,Analytic Foundations for Public Policy,4.0,Lecture,34.0,Pamela Mccann,20213,PPD
PPD-325,Fundamentals of Health Policy and Management,4.0,Lecture,22.0,Jason Doctor,20213,PPD
PPD-342,Crime and Public Policy,4.0,Lecture,30.0,Hayden Zacky,20213,PPD
PPD-357,Government and Business,4.0,Lecture,29.0,Michael Thom,20213,PPD
PPD-360,Urban Transportation Planning and Policy,4.0,Lecture,10.0,Michael Kodama,20213,PPD
PPD-361,"Sustainable Communities, Policy and Planning",4.0,Lecture,42.0,Antonio Bento,20213,PPD
PPD-371,The Nonprofit Sector and the Public Interest,4.0,Lecture,9.0,Alexandra Graddy-Reed,20213,PPD
PPD-373,Public Policy and Planning Analysis,4.0,Lecture,33.0,Soledad De Gregorio,20213,PPD
PPD-400,Topics in Public Policy and Urban Studies,4.0,Lecture,26.0,Alison Linder,20213,PPD
PPD-413,Administration of Health Care Organizations,4.0,Lecture,10.0,Philip Dalton,20213,PPD
PPD-430,Urban Informatics,4.0,Lecture,9.0,Geoff Boeing,20213,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,25.0,Pedro Ruiz,20213,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,20.0,Taylor Kay,20213,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,25.0,Donald Spivack,20213,PPD
PPD-439,Housing and Community Development,4.0,Lecture,21.0,Jennifer Thomas,20213,PPD
PPD-478,Social Innovation,4.0,Lecture,21.0,Alexandra Graddy-Reed,20213,PPD
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,1.0,Samantha Malisos,20213,PPD
PPD-497a,Senior Thesis,2.0,Lecture,3.0,Samantha Malisos,20213,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,53.0,Mark Phillips,20213,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,39.0,Antonio Bento,20213,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,25.0,Robert Ingenito,20213,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,48.0,Antonio Bento,20213,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,24.0,Pedro Nascimento de Lima,20213,PPD
PPD-506,Introduction to Microeconomics: Applications in Health,2.0,Lecture,38.0,Ian Spatz,20213,PPD
PPD-506,Introduction to Microeconomics: Applications in Health,2.0,Lecture,43.0,Rosalie Pacula,20213,PPD
PPD-508,Health Care Operations Improvement,3.0,Lecture,22.0,David Belson,20213,PPD
PPD-508,Health Care Operations Improvement,3.0,Lecture,7.0,David Belson,20213,PPD
PPD-509,Problems and Issues in the Health Field,4.0,Lecture,24.0,Howard Greenwald,20213,PPD
PPD-509,Problems and Issues in the Health Field,4.0,Lecture,30.0,Philip Dalton,20213,PPD
PPD-509,Problems and Issues in the Health Field,4.0,Lecture,30.0,Lavonna Lewis,20213,PPD
PPD-511,Health Information Systems,2.0,Lecture,18.0,Joan Brown,20213,PPD
PPD-511,Health Information Systems,2.0,Lecture,10.0,Joan Brown,20213,PPD
PPD-513,Legal Issues in Health Care Delivery,2.0,Lecture,40.0,Ralph Oyaga,20213,PPD
PPD-513,Legal Issues in Health Care Delivery,2.0,Lecture,36.0,Ian Spatz,20213,PPD
PPD-516,Financial Accounting for Health Care Organizations,4.0,Lecture,39.0,Samuel King,20213,PPD
PPD-516,Financial Accounting for Health Care Organizations,4.0,Lecture,39.0,Kanner Tillman,20213,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,21.0,Sean Johnson,20213,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,8.0,Sean Johnson,20213,PPD
PPD-522,Planning Theory and History for a Just Society,4.0,Lecture,83.0,David Sloane,20213,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,16.0,Eric Shen,20213,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,21.0,Peter Enzminger,20213,PPD
PPD-534,"Data, Evidence, and Communication of the Public Good",4.0,Lecture,83.0,Geoff Boeing,20213,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,22.0,Yan Tang,20213,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,24.0,Yan Tang,20213,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,21.0,Jonathan Speier,20213,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,26.0,Marcie Paolinelli,20213,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,22.0,William Resh,20213,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,13.0,Tara Blanc,20213,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,12.0,Tara Blanc,20213,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,28.0,Juliet Musso,20213,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,19.0,John Calanni,20213,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,17.0,John Calanni,20213,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,14.0,Howard Greenwald,20213,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,24.0,William Leach,20213,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,21.0,William Leach,20213,PPD
PPD-543,Internship Seminar,1.0,Lecture,20.0,Thomas Eng,20213,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,28.0,Deborah Natoli,20213,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,31.0,Howard Greenwald,20213,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,31.0,Deborah Natoli,20213,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,31.0,Peter Robertson,20213,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,29.0,John Drake,20213,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,14.0,Kelly Rawlings,20213,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,12.0,Kelly Rawlings,20213,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,25.0,Dora Kingsley Vertenten,20213,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,29.0,Grace Bahng,20213,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,29.0,Grace Bahng,20213,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,28.0,Pamela Mccann,20213,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,11.0,Dora Kingsley Vertenten,20213,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,11.0,Dora Kingsley Vertenten,20213,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,25.0,Lauren Brown,20213,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,22.0,Matthew Wheeler,20213,PPD
PPD-557,Modeling and Operations Research,4.0,Lecture,12.0,Jeffrey Smith,20213,PPD
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,29.0,Emma Aguila Vega,20213,PPD
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,33.0,Nicolas Duquette,20213,PPD
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,35.0,Cheng-Yi Lin,20213,PPD
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,26.0,Emma Aguila Vega,20213,PPD
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,31.0,Andrew Mc Eachin,20213,PPD
PPD-561a,Policy Analysis Practicum,1.0,Lecture,57.0,Juliet Musso Grace Bahng Gary Painter,20213,PPD
PPD-569,Applied International Policy Analysis and Management Project,4.0,Lecture,24.0,Jeffrey Wasserman,20213,PPD
PPD-570,"Applied Statistics for Planning, Policy, and Management",4.0,Lecture,36.0,Jim Moore Cheng-Yi Lin,20213,PPD
PPD-571,International Public Policy and Management Seminar,4.0,Lecture,45.0,Rym Kaki,20213,PPD
PPD-572,Special Issues in International Public Policy,"1.0-4.0 units, max 12",Lecture,8.0,Robert Myrtle,20213,PPD
PPD-587,Risk Analysis,4.0,Lecture,28.0,Detlof Von Winterfeldt,20213,PPD
PPD-588,Introduction to Transportation Planning Law,2.0,Lecture,5.0,Patrick Harder,20213,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,5.0,Samantha Malisos,20213,PPD
PPD-594a,Master's Thesis,2.0,Lecture,1.0,Frank Zerunyan,20213,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,3.0,Thomas Eng,20213,PPD
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,20213,PPD
PPD-599,Behavioral Insights for Health Policy,4.0,Lecture,26.0,Wandi Bruine de Bruin,20213,PPD
PPD-601,Management of Long-Term Care Organizations,4.0,Lecture,33.0,Kate Wilber,20213,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,22.0,Denny Hooten,20213,PPD
PPD-616,Participatory Methods in Planning and Policy,4.0,Lecture,9.0,Katherine Perez,20213,PPD
PPD-619,Smart Growth and Urban Sprawl: Policy Debates and Planning Solutions,4.0,Lecture,15.0,Woodie Tescher Melani Smith,20213,PPD
PPD-621,Environmental Impacts,4.0,Lecture,16.0,Geraldine Knatz,20213,PPD
PPD-623,Community Development and Site Planning,4.0,Lecture,9.0,Elizabeth Falletta,20213,PPD
PPD-624,Local Economic Development: Theory and Finance,4.0,Lecture,12.0,Brandon Mc Call,20213,PPD
PPD-628,Urban Planning and Social Policy,4.0,Lecture,17.0,William Leach,20213,PPD
PPD-628,Urban Planning and Social Policy,4.0,Lecture,16.0,William Leach,20213,PPD
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0,Lecture,12.0,Barry Waite Bonnie Shrewsbury,20213,PPD
PPD-634,Institutional and Policy Issues in Transportation,4.0,Lecture,29.0,Genevieve Giuliano,20213,PPD
PPD-639,Introduction to Community and Economic Development,4.0,Lecture,7.0,Elizabeth Halkett,20213,PPD
PPD-640,Leadership Foundations: Competencies and Core Values,4.0,Lecture,18.0,Carol Geffner,20213,PPD
PPD-643,Leading Transformations Across Sectors: Integrative Seminar,4.0,Lecture,18.0,Carol Geffner,20213,PPD
PPD-644,Shaping the Built Environment,4.0,Lecture,31.0,Meredith Drake Reitan,20213,PPD
PPD-647,Finance of the Public Sector,4.0,Lecture,18.0,Michael Thom,20213,PPD
PPD-672,Collaborative Governance,4.0,Lecture,11.0,Frank Zerunyan,20213,PPD
PPD-672,Collaborative Governance,4.0,Lecture,18.0,Jei Africa Juliet Lee,20213,PPD
PPD-672,Collaborative Governance,4.0,Lecture,15.0,Logan O'Shaughnessy,20213,PPD
PPD-672,Collaborative Governance,4.0,Lecture,17.0,Logan O'Shaughnessy Matthew Wheeler,20213,PPD
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,14.0,Tara Blanc,20213,PPD
PPD-675,Nonprofit Management and Leadership,4.0,Lecture,22.0,Nicolas Duquette,20213,PPD
PPD-680,Development of Effective Groups and Organizations,4.0,Lecture,16.0,Susan Sinclair Grace Cheng,20213,PPD
PPD-683,Homeland Security and Public Policy,4.0,Lecture,17.0,Erroll Southers,20213,PPD
PPD-683,Homeland Security and Public Policy,4.0,Lecture,9.0,Erroll Southers,20213,PPD
PPD-685,Human Resources Management in Public and Non-Profit Sectors,2.0,Lecture,11.0,Frederick Owusu,20213,PPD
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,14.0,Kelly Rawlings,20213,PPD
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,16.0,Kelly Rawlings,20213,PPD
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,16.0,Jim Ferris,20213,PPD
PPD-690,Alternative Dispute Resolution,4.0,Lecture,23.0,Helena Goto,20213,PPD
PPD-696,Health Care Venture Development,2.0,Lecture,17.0,Susan Sinclair,20213,PPD
PPD-706,Research Design,4.0,Lecture,8.0,Jeffery Jenkins,20213,PPD
PPD-710a,Research Seminar,2.0,Lecture,13.0,Dowell Myers,20213,PPD
PPD-711,Theoretical Foundation of Public Management,4.0,Lecture,11.0,William Resh,20213,PPD
PPD-714,Advanced Urban Development,4.0,Lecture,10.0,Dowell Myers,20213,PPD
PPD-716,"Econometrics for Policy, Planning and Management I",4.0,Lecture,12.0,Nicolas Duquette,20213,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,11.0,Samantha Malisos,20213,PPD
PPD-794a,Doctoral Dissertation,2.0,Lecture,10.0,Juliet Musso,20213,PPD
PPD-794b,Doctoral Dissertation,2.0,Lecture,2.0,Juliet Musso,20213,PPD
PPD-794c,Doctoral Dissertation,2.0,Lecture,9.0,Juliet Musso,20213,PPD
