Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,term,class_abbr
,Residential Properties,4.0,Lecture,51662R,1.0,6:00-9:20pm,Monday,30.0,28.0,Aleks Baharlo,20221,RED
RED-417,History of Planning and Development,4.0 units,Lecture,51653R,1.0,10:00-11:50am,"Tue, Thu",55.0,52.0,Cara Mullio,20221,RED
,,,Lecture,51657R,1.0,4:00-5:50pm,"Tue, Thu",55.0,53.0,David Sloane,20221,RED
RED-425,Designing Livable Communities,4.0 units,Lecture,51654R,1.0,6:00-9:20pm,Thursday,25.0,18.0,Zerik Scales,20221,RED
,,,Lecture,51655R,1.0,12:00-1:50pm,"Mon, Wed",25.0,24.0,Elizabeth Falletta,20221,RED
,,,Lecture,51656R,1.0,6:00-9:20pm,Wednesday,25.0,25.0,Meaghan Pohl,20221,RED
RED-435,Analyzing Real Estate Markets,4.0 units,Lecture,51664R,1.0,12:00-1:50pm,"Tue, Thu",35.0,35.0,Mary Lynne Boorn,20221,RED
,,,Lecture,51667R,1.0,6:00-9:20pm,Monday,27.0,25.0,William Fishel Matthew Stewart,20221,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0 units,Lecture,51658R,1.0,6:00-9:20pm,Monday,20.0,23.0,Nathan Munson,20221,RED
,,,Lecture,51668R,1.0,8:00-9:50am,"Tue, Thu",25.0,22.0,Spencer Couts,20221,RED
RED-490,Directed Research,"1.0-8.0 units, max 12",Lecture,51669D,1.0,TBA,,10.0,0.0,Samantha Malisos,20221,RED
RED-500,Real Estate Development and the Economy,2.0 units,Lecture,51619D,38.0,12:00-1:50pm,Wednesday,20.0,19.0,Mott Smith,20221,RED
RED-510,Real Estate Practice and Principles,4.0 units,Lecture,51622D,38.0,6:00-9:30pm,Monday,30.0,31.0,Joel Bryant,20221,RED
RED-512,Real Estate Project Analysis,4.0 units,Lecture,51621D,38.0,6:00-9:30pm,Monday,30.0,13.0,Terri Dickerhoff,20221,RED
RED-545,Advanced Real Estate and Financial Modeling,2.0 units,Lecture,51600D,38.0,-,,20.0,11.0,Ehud Mouchly,20221,RED
RED-546,Applications of Real Estate Finance to Problems of Development,3.0 units,Lecture,51601D,38.0,6:00-8:50pm,Tuesday,20.0,11.0,Christian Redfearn,20221,RED
,,,Lecture,51620D,38.0,2:00-4:50pm,Thursday,25.0,19.0,Christian Redfearn,20221,RED
,,,Lab,51602R,38.0,2:00-3:50pm,Tuesday,25.0,13.0,Iain Gulin,20221,RED
,,,Lab,51603R,38.0,4:00-5:50pm,Tuesday,25.0,17.0,Iain Gulin,20221,RED
RED-562,Legal Issues in Real Estate Development,4.0 units,Lecture,51605D,38.0,6:00-9:20pm,Monday,10.0,11.0,Kevin Fields,20221,RED
RED-563,Introduction to the Asset Management of Real Estate,2.0 units,Lecture,51606D,38.0,8:00-9:50am,Tuesday,27.0,27.0,Stanley Iezman,20221,RED
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,51607D,38.0,2:00-5:20pm,Monday,20.0,19.0,Carl Meyer Steven Kellenberg Shawn Godkin,20221,RED
,,,Lecture,51608D,38.0,6:00-9:20pm,Monday,20.0,11.0,Carl Meyer Steven Kellenberg Shawn Godkin,20221,RED
,,,Lab,51610R,38.0,TBA,,50.0,30.0,Shawn Godkin,20221,RED
RED-590,Directed Research,1.0-12.0 units,Lecture,51612D,38.0,TBA,,10.0,7.0,Samantha Malisos,20221,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",,,,,,,,,20221,RED
,Multi-Family Development,2.0,Lecture,51618D,38.0,6:00-7:50pm,Wednesday,30.0,30.0,Christopher Payne,20221,RED
,Hotel/Resort/Timeshare Development,2.0,Lecture,51626D,38.0,4:00-5:50pm,Wednesday,20.0,12.0,Bruce Baltin,20221,RED
,Retail Development,2.0,Lecture,51627D,38.0,6:00-7:50pm,Thursday,28.0,28.0,Jeffrey Kreshek,20221,RED
HMGT-540,"Health Economics, Financing and Reimbursement",4.0 units,Lecture,51712D,820.0,TBA,,20.0,13.0,Ian Spatz,20221,HMGT
,,,Lecture,51713D,820.0,TBA,,12.0,7.0,Paul Ginsburg,20221,HMGT
HMGT-565,Managing the Organization's Financial Health,4.0 units,Lecture,51714D,820.0,TBA,,34.0,28.0,Lisa Ozaeta,20221,HMGT
,,,Lecture,51715D,820.0,TBA,,15.0,12.0,Lisa Ozaeta,20221,HMGT
HMGT-570,Strategic Management,4.0 units,Lecture,51716D,820.0,TBA,,22.0,19.0,Michael Nichol,20221,HMGT
HMGT-575,Managing and Improving Health,4.0 units,Lecture,51718D,820.0,TBA,,30.0,26.0,Glenn Melnick,20221,HMGT
,,,Lecture,51719D,820.0,TBA,,20.0,14.0,Glenn Melnick,20221,HMGT
HMGT-600,Managing Risk,2.0 units,Lecture,51721D,820.0,TBA,,10.0,7.0,Michael Harris,20221,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0 units,Lecture,51722D,820.0,TBA,,20.0,16.0,Stanley Augustine,20221,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0 units,Lecture,51724D,820.0,TBA,,20.0,19.0,Gary Blackard,20221,HMGT
PPD-225,Public Policy and Management,4.0 units,Lecture,51101R,1.0,10:00-11:50am,"Tue, Thu",32.0,31.0,Michael Thom,20213,PPD
,,,Lecture,51103R,1.0,2:00-3:50pm,"Tue, Thu",32.0,27.0,John Russo,20213,PPD
PPD-227,Urban Planning and Development,4.0 units,Lecture,51100R,1.0,8:00-9:50am,"Mon, Wed",32.0,26.0,Dion Jackson,20213,PPD
PPD-240g,Citizenship and Public Ethics,4.0 units,Lecture,51140D,1.0,10:00-11:50am,"Mon, Wed",45.0,43.0,Grace Bahng,20213,PPD
PPD-245g,The Urban Context,4.0 units,Lecture,51105D,1.0,10:00-11:50am,"Wed, Fri",67.0,59.0,Marlon Boarnet,20213,PPD
,,,Lecture,51127D,1.0,10:00-11:50am,"Tue, Thu",67.0,65.0,Todd Gish,20213,PPD
PPD-300,Social Justice Issues in Public Policy and Urban Planning,4.0 units,Lecture,51119R,1.0,4:00-5:50pm,"Tue, Thu",35.0,34.0,Lavonna Lewis,20213,PPD
PPD-301,PPD Practices: Internship Seminar,2.0 units,Lecture,51126D,1.0,6:30-8:20pm,Tuesday,50.0,54.0,Lauren Opgenorth,20213,PPD
,,,Lecture,51129D,1.0,6:30-8:20pm,Wednesday,20.0,0.0,,20213,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0 units,Lecture,51102R,1.0,12:00-1:50pm,"Wed, Fri",28.0,27.0,Emma Aguila Vega,20213,PPD
,,,Lecture,51104R,1.0,10:00-11:50am,"Mon, Wed",29.0,28.0,Julie Zissimopoulos,20213,PPD
,,,Lecture,51107R,1.0,2:00-3:50pm,"Mon, Wed",29.0,29.0,John Romley,20213,PPD
PPD-313,Finance of the Public Sector,4.0 units,Lecture,51113R,1.0,12:00-1:50pm,"Tue, Thu",32.0,20.0,Mark Phillips,20213,PPD
PPD-315,Analytic Foundations for Public Policy,4.0 units,Lecture,51106R,1.0,10:00-11:50am,"Tue, Thu",40.0,34.0,Pamela Mccann,20213,PPD
PPD-318,Financial Accounting in Public and Non-Profit Organizations,4.0 units,Lecture,51115R,1.0,6:00-9:20pm,Wednesday,25.0,0.0,Baqhar Syed,20213,PPD
PPD-325,Fundamentals of Health Policy and Management,4.0 units,Lecture,51108R,1.0,12:00-1:50pm,"Mon, Wed",32.0,22.0,Jason Doctor,20213,PPD
PPD-342,Crime and Public Policy,4.0 units,Lecture,51118R,1.0,6:00-9:20pm,Tuesday,32.0,30.0,Hayden Zacky,20213,PPD
PPD-357,Government and Business,4.0 units,Lecture,51139R,1.0,12:00-1:50pm,"Tue, Thu",32.0,29.0,Michael Thom,20213,PPD
PPD-360,Urban Transportation Planning and Policy,4.0 units,Lecture,51116R,1.0,6:00-9:20pm,Tuesday,32.0,10.0,Michael Kodama,20213,PPD
PPD-361,"Sustainable Communities, Policy and Planning",4.0 units,Lecture,51148R,1.0,12:00-1:50pm,"Mon, Wed",42.0,42.0,Antonio Bento,20213,PPD
PPD-371,The Nonprofit Sector and the Public Interest,4.0 units,Lecture,51123R,1.0,10:00-11:50am,"Tue, Thu",32.0,9.0,Alexandra Graddy-Reed,20213,PPD
PPD-373,Public Policy and Planning Analysis,4.0 units,Lecture,51114R,1.0,8:00-9:50am,"Tue, Thu",32.0,33.0,Soledad De Gregorio,20213,PPD
PPD-400,Topics in Public Policy and Urban Studies,4.0 units,Lecture,51131R,1.0,6:00-9:20pm,Monday,26.0,26.0,Alison Linder,20213,PPD
PPD-413,Administration of Health Care Organizations,4.0 units,Lecture,51147R,1.0,10:00-11:50am,"Mon, Wed",32.0,10.0,Philip Dalton,20213,PPD
PPD-430,Urban Informatics,4.0 units,Lecture,51133R,1.0,6:00-9:20pm,Tuesday,32.0,9.0,Geoff Boeing,20213,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0 units,Lecture,51120R,1.0,6:00-9:20pm,Wednesday,25.0,25.0,Pedro Ruiz,20213,PPD
,,,Lecture,51121R,1.0,6:00-9:20pm,Thursday,25.0,20.0,Taylor Kay,20213,PPD
,,,Lecture,51128R,1.0,8:00-9:50am,"Mon, Wed",25.0,25.0,Donald Spivack,20213,PPD
PPD-439,Housing and Community Development,4.0 units,Lecture,51132R,1.0,6:00-9:20pm,Wednesday,32.0,21.0,Jennifer Thomas,20213,PPD
PPD-478,Social Innovation,4.0 units,Lecture,51125R,1.0,12:00-1:50pm,"Tue, Thu",32.0,21.0,Alexandra Graddy-Reed,20213,PPD
PPD-485m,U.S. Immigration Policy,4.0 units,Lecture,51153R,1.0,2:00-3:50pm,"Mon, Wed",32.0,0.0,Roberto Suro,20213,PPD
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,51135D,1.0,TBA,,10.0,1.0,Samantha Malisos,20213,PPD
PPD-497a,Senior Thesis,2.0 units,Lecture,51146D,1.0,TBA,,10.0,3.0,Samantha Malisos,20213,PPD
PPD-503,Economics for Public Policy,4.0 units,Lecture,51216D,1.0,2:00-5:20pm,Wednesday,55.0,53.0,Mark Phillips,20213,PPD
,,,Lecture,51217D,1.0,6:00-9:20pm,Monday,51.0,39.0,Antonio Bento,20213,PPD
,,,Lecture,51405D,530.0,TBA,,28.0,25.0,Robert Ingenito,20213,PPD
,,,Lecture,51501D,1.0,6:00-9:20pm,Tuesday,51.0,48.0,Antonio Bento,20213,PPD
PPD-504,Essential Statistics for Public Management,2.0 units,Lecture,51288R,1.0,6:00-7:50pm,Tuesday,28.0,24.0,Pedro Nascimento de Lima,20213,PPD
PPD-506,Introduction to Microeconomics: Applications in Health,2.0 units,Lecture,51301D,790.0,-,,40.0,38.0,Ian Spatz,20213,PPD
,,,Lecture,51515D,1.0,6:00-7:50pm,Tuesday,45.0,43.0,Rosalie Pacula,20213,PPD
PPD-508,Health Care Operations Improvement,3.0 units,Lecture,31508D,48.0,6:40-9:20pm,Wednesday,35.0,22.0,David Belson,20213,PPD
,,,Lecture,31708D,34.0,6:40-9:20pm,Wednesday,10.0,7.0,David Belson,20213,PPD
PPD-509,Problems and Issues in the Health Field,4.0 units,Lecture,51206D,1.0,6:00-9:20pm,Wednesday,30.0,24.0,Howard Greenwald,20213,PPD
,,,Lecture,51275D,1.0,2:00-5:20pm,Wednesday,30.0,30.0,Philip Dalton,20213,PPD
,,,Lecture,51302D,790.0,TBA,,30.0,30.0,Lavonna Lewis,20213,PPD
PPD-511,Health Information Systems,2.0 units,Lecture,51775D,820.0,TBA,,22.0,18.0,Joan Brown,20213,PPD
,,,Lecture,51776D,820.0,TBA,,14.0,10.0,Joan Brown,20213,PPD
PPD-513,Legal Issues in Health Care Delivery,2.0 units,Lecture,51303D,790.0,TBA,,44.0,40.0,Ralph Oyaga,20213,PPD
,,,Lecture,51307D,790.0,TBA,,40.0,36.0,Ian Spatz,20213,PPD
PPD-516,Financial Accounting for Health Care Organizations,4.0 units,Lecture,51271D,1.0,6:00-9:20pm,Monday,40.0,39.0,Samuel King,20213,PPD
,,,Lecture,51500D,1.0,6:00-9:20pm,Monday,40.0,39.0,Kanner Tillman,20213,PPD
PPD-518,Quality of Care Concepts,2.0 units,Lecture,51778D,820.0,TBA,,26.0,21.0,Sean Johnson,20213,PPD
,,,Lecture,51779D,820.0,TBA,,10.0,8.0,Sean Johnson,20213,PPD
PPD-522,Planning Theory and History for a Just Society,4.0 units,Lecture,51200R,1.0,6:00-9:20pm,Wednesday,90.0,83.0,David Sloane,20213,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,51213D,1.0,6:00-9:20pm,Tuesday,20.0,16.0,Eric Shen,20213,PPD
,,,Lecture-Lab,51241D,1.0,6:00-9:20pm,Thursday,25.0,21.0,Peter Enzminger,20213,PPD
PPD-534,"Data, Evidence, and Communication of the Public Good",4.0 units,Lecture,51509R,1.0,2:00-5:20pm,Thursday,90.0,83.0,Geoff Boeing,20213,PPD
PPD-540,Fundamentals of Public Administration,4.0 units,Lecture,51219R,1.0,6:00-9:20pm,Monday,25.0,22.0,Yan Tang,20213,PPD
,,,Lecture,51245R,1.0,2:00-5:20pm,Wednesday,25.0,24.0,Yan Tang,20213,PPD
,,,Lecture,51246R,1.0,6:00-9:20pm,Thursday,28.0,21.0,Jonathan Speier,20213,PPD
,,,Lecture,51393R,597.0,6:00-9:20pm,Wednesday,28.0,26.0,Marcie Paolinelli,20213,PPD
,,,Lecture,51400D,530.0,TBA,,28.0,22.0,William Resh,20213,PPD
,,,Lecture,51471D,593.0,TBA,,20.0,13.0,Tara Blanc,20213,PPD
,,,Lecture,51472D,593.0,TBA,,25.0,12.0,Tara Blanc,20213,PPD
PPD-541,Public Financial Management and Budgeting,4.0 units,Lecture,51401D,530.0,6:00-7:30pm,Tuesday,32.0,28.0,Juliet Musso,20213,PPD
,,,Lecture,51460D,593.0,TBA,,25.0,19.0,John Calanni,20213,PPD
,,,Lecture,51461D,593.0,TBA,,25.0,17.0,John Calanni,20213,PPD
PPD-542,Policy and Program Evaluation,4.0 units,Lecture,51222R,1.0,6:00-9:20pm,Tuesday,24.0,14.0,Howard Greenwald,20213,PPD
,,,Lecture,51237R,1.0,6:00-9:20pm,Monday,24.0,24.0,William Leach,20213,PPD
,,,Lecture,51463D,593.0,TBA,,25.0,21.0,William Leach,20213,PPD
PPD-543,Internship Seminar,1.0 unit,Lecture,51220R,1.0,6:00-7:50pm,Wednesday,24.0,20.0,Thomas Eng,20213,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0 units,Lecture,51226R,1.0,2:00-5:20pm,Wednesday,32.0,28.0,Deborah Natoli,20213,PPD
,,,Lecture,51238D,1.0,6:00-9:20pm,Thursday,32.0,0.0,John Drake,20213,PPD
,,,Lecture,51240R,1.0,2:00-5:20pm,Thursday,32.0,31.0,Howard Greenwald,20213,PPD
,,,Lecture,51249R,1.0,6:00-9:20pm,Tuesday,32.0,31.0,Deborah Natoli,20213,PPD
,,,Lecture,51267R,1.0,6:00-9:20pm,Monday,32.0,31.0,Peter Robertson,20213,PPD
,,,Lecture,51399R,597.0,6:00-9:20pm,Thursday,32.0,29.0,John Drake,20213,PPD
,,,Lecture,51473D,593.0,TBA,,20.0,14.0,Kelly Rawlings,20213,PPD
,,,Lecture,51474D,593.0,TBA,,20.0,12.0,Kelly Rawlings,20213,PPD
PPD-546,Capstone in Public Administration,4.0 units,Lecture,51464D,593.0,TBA,,25.0,25.0,Dora Kingsley Vertenten,20213,PPD
PPD-554,Foundations of Policy Analysis,4.0 units,Lecture,51274D,1.0,12:00-1:50pm,"Mon, Wed",30.0,29.0,Grace Bahng,20213,PPD
,,,Lecture,51276D,1.0,2:00-5:20pm,Thursday,31.0,29.0,Grace Bahng,20213,PPD
,,,Lecture,51277D,1.0,6:00-9:20pm,Monday,29.0,28.0,Pamela Mccann,20213,PPD
,,,Lecture,51467D,593.0,TBA,,20.0,11.0,Dora Kingsley Vertenten,20213,PPD
,,,Lecture,51475D,593.0,TBA,,20.0,11.0,Dora Kingsley Vertenten,20213,PPD
,,,Lecture,51521D,1.0,6:00-9:20pm,Thursday,30.0,25.0,Lauren Brown,20213,PPD
PPD-555,Public Policy Formulation and Implementation,4.0 units,Lecture,51466D,593.0,TBA,,25.0,22.0,Matthew Wheeler,20213,PPD
,,,Lecture,51469D,593.0,-,,25.0,0.0,Matthew Wheeler,20213,PPD
PPD-557,Modeling and Operations Research,4.0 units,Lecture,51208R,1.0,6:00-9:20pm,Tuesday,32.0,0.0,Jeffrey Smith,20213,PPD
,,,Lecture,51398R,597.0,6:00-9:20pm,Tuesday,32.0,12.0,Jeffrey Smith,20213,PPD
PPD-558,Multivariate Statistical Analysis,4.0 units,Lecture,51221D,1.0,2:00-5:20pm,Thursday,33.0,29.0,Emma Aguila Vega,20213,PPD
,,,Lecture,51224D,1.0,2:00-5:20pm,Tuesday,35.0,33.0,Nicolas Duquette,20213,PPD
,,,Lecture,51247D,1.0,6:00-9:20pm,Thursday,35.0,35.0,Cheng-Yi Lin,20213,PPD
,,,Lecture,51273D,1.0,2:00-5:20pm,Wednesday,33.0,26.0,Emma Aguila Vega,20213,PPD
,,,Lecture,51520D,1.0,6:00-9:20pm,Wednesday,32.0,31.0,Andrew Mc Eachin,20213,PPD
PPD-561a,Policy Analysis Practicum,1.0 unit,Lecture,51270D,1.0,10:00-12:20pm,Tuesday,59.0,57.0,Juliet Musso Grace Bahng Gary Painter,20213,PPD
PPD-569,Applied International Policy Analysis and Management Project,4.0 units,Lecture,51351D,785.0,2:00-5:20pm,Tuesday,30.0,24.0,Jeffrey Wasserman,20213,PPD
PPD-570,"Applied Statistics for Planning, Policy, and Management",4.0 units,Lecture,51352D,785.0,6:00-9:20pm,Monday,45.0,36.0,Jim Moore Cheng-Yi Lin,20213,PPD
PPD-571,International Public Policy and Management Seminar,4.0 units,Lecture,51356D,785.0,8:30-11:50am,Wednesday,48.0,45.0,Rym Kaki,20213,PPD
PPD-572,Special Issues in International Public Policy,"1.0-4.0 units, max 12",Lecture,51354D,785.0,8:30-11:50am,Thursday,15.0,8.0,Robert Myrtle,20213,PPD
PPD-587,Risk Analysis,4.0 units,Lecture,51514R,1.0,2:00-5:20pm,Monday,32.0,28.0,Detlof Von Winterfeldt,20213,PPD
PPD-588,Introduction to Transportation Planning Law,2.0 units,Lecture,29813R,48.0,6:30-8:10pm,Monday,25.0,5.0,Patrick Harder,20213,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,51227D,1.0,TBA,,15.0,5.0,Samantha Malisos,20213,PPD
PPD-594a,Master's Thesis,2.0 units,Lecture,51229D,1.0,TBA,,5.0,1.0,Frank Zerunyan,20213,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,51292D,1.0,TBA,,20.0,3.0,Thomas Eng,20213,PPD
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,,,,,,20213,PPD
,Behavioral Insights for Health Policy,4.0,Lecture,51306R,791.0,TBA,,40.0,26.0,Wandi Bruine de Bruin,20213,PPD
PPD-601,Management of Long-Term Care Organizations,4.0 units,Lecture,51396R,597.0,TBA,,45.0,33.0,Kate Wilber,20213,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,51289R,1.0,6:00-7:50pm,Thursday,26.0,22.0,Denny Hooten,20213,PPD
PPD-616,Participatory Methods in Planning and Policy,4.0 units,Lecture,51296R,1.0,6:00-9:20pm,Tuesday,25.0,9.0,Katherine Perez,20213,PPD
PPD-619,Smart Growth and Urban Sprawl: Policy Debates and Planning Solutions,4.0 units,Lecture,51244R,1.0,6:00-9:20pm,Wednesday,60.0,15.0,Woodie Tescher Melani Smith,20213,PPD
PPD-621,Environmental Impacts,4.0 units,Lecture,51280R,1.0,8:30-11:50am,Friday,20.0,16.0,Geraldine Knatz,20213,PPD
PPD-623,Community Development and Site Planning,4.0 units,Lecture,51512R,1.0,2:00-5:20pm,Wednesday,10.0,9.0,Elizabeth Falletta,20213,PPD
PPD-624,Local Economic Development: Theory and Finance,4.0 units,Lecture,51235R,1.0,6:00-9:20pm,Thursday,32.0,12.0,Brandon Mc Call,20213,PPD
PPD-628,Urban Planning and Social Policy,4.0 units,Lecture,51462D,593.0,TBA,,20.0,17.0,William Leach,20213,PPD
,,,Lecture,51476D,593.0,TBA,,20.0,16.0,William Leach,20213,PPD
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0 units,Lecture,51305R,790.0,TBA,,24.0,12.0,Barry Waite Bonnie Shrewsbury,20213,PPD
PPD-634,Institutional and Policy Issues in Transportation,4.0 units,Lecture,51239R,1.0,2:00-5:20pm,Monday,30.0,29.0,Genevieve Giuliano,20213,PPD
PPD-639,Introduction to Community and Economic Development,4.0 units,Lecture,51234R,1.0,8:30-11:50am,Wednesday,32.0,7.0,Elizabeth Halkett,20213,PPD
PPD-640,Leadership Foundations: Competencies and Core Values,4.0 units,Lecture,51450D,533.0,-,,30.0,18.0,Carol Geffner,20213,PPD
PPD-643,Leading Transformations Across Sectors: Integrative Seminar,4.0 units,Lecture,51451D,533.0,-,,19.0,18.0,Carol Geffner,20213,PPD
PPD-644,Shaping the Built Environment,4.0 units,Lecture,51253R,1.0,6:00-9:20pm,Monday,35.0,31.0,Meredith Drake Reitan,20213,PPD
PPD-647,Finance of the Public Sector,4.0 units,Lecture,51287R,1.0,6:00-9:20pm,Wednesday,32.0,18.0,Michael Thom,20213,PPD
PPD-672,Collaborative Governance,4.0 units,Lecture,51297R,1.0,6:00-9:20pm,Thursday,25.0,11.0,Frank Zerunyan,20213,PPD
,,,Lecture,51402D,530.0,TBA,,28.0,18.0,Jei Africa Juliet Lee,20213,PPD
,,,Lecture,51468D,593.0,TBA,,25.0,15.0,Logan O'Shaughnessy,20213,PPD
,,,Lecture,51477D,593.0,TBA,,25.0,17.0,Logan O'Shaughnessy Matthew Wheeler,20213,PPD
PPD-673,Strategic Planning in the Public Sector,4.0 units,Lecture,51470D,593.0,TBA,,20.0,14.0,Tara Blanc,20213,PPD
PPD-675,Nonprofit Management and Leadership,4.0 units,Lecture,51256R,1.0,2:00-5:20pm,Wednesday,26.0,22.0,Nicolas Duquette,20213,PPD
PPD-680,Development of Effective Groups and Organizations,4.0 units,Lecture,51355D,785.0,2:00-5:20pm,Friday,25.0,16.0,Susan Sinclair Grace Cheng,20213,PPD
PPD-683,Homeland Security and Public Policy,4.0 units,Lecture,51265R,1.0,6:00-9:20pm,Monday,25.0,17.0,Erroll Southers,20213,PPD
,,,Lecture,51397R,597.0,6:00-9:20pm,Monday,5.0,9.0,Erroll Southers,20213,PPD
PPD-685,Human Resources Management in Public and Non-Profit Sectors,2.0 units,Lecture,51232R,1.0,6:00-7:50pm,Wednesday,32.0,11.0,Frederick Owusu,20213,PPD
PPD-689,The Nonprofit Sector and Philanthropy,4.0 units,Lecture,51465D,593.0,TBA,,20.0,14.0,Kelly Rawlings,20213,PPD
,,,Lecture,51478D,593.0,TBA,,20.0,16.0,Kelly Rawlings,20213,PPD
,,,Lecture,51507R,1.0,2:00-5:20pm,Monday,26.0,16.0,Jim Ferris,20213,PPD
PPD-690,Alternative Dispute Resolution,4.0 units,Lecture,51300R,790.0,TBA,,25.0,23.0,Helena Goto,20213,PPD
PPD-696,Health Care Venture Development,2.0 units,Lecture,51304R,790.0,TBA,,20.0,17.0,Susan Sinclair,20213,PPD
PPD-706,Research Design,4.0 units,Lecture,51284D,1.0,2:00-5:20pm,Monday,8.0,8.0,Jeffery Jenkins,20213,PPD
PPD-710a,Research Seminar,2.0 units,Lecture,51210D,1.0,6:30-8:20pm,Tuesday,13.0,13.0,Dowell Myers,20213,PPD
PPD-711,Theoretical Foundation of Public Management,4.0 units,Lecture,51211D,1.0,10:00-11:50am,Monday,11.0,11.0,William Resh,20213,PPD
PPD-714,Advanced Urban Development,4.0 units,Lecture,51223D,1.0,2:00-5:20pm,Wednesday,12.0,10.0,Dowell Myers,20213,PPD
PPD-716,"Econometrics for Policy, Planning and Management I",4.0 units,Lecture,51293D,1.0,2:00-5:20pm,Monday,15.0,12.0,Nicolas Duquette,20213,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,51203D,1.0,TBA,,25.0,11.0,Samantha Malisos,20213,PPD
PPD-794a,Doctoral Dissertation,2.0 units,Lecture,51257D,1.0,TBA,,12.0,10.0,Juliet Musso,20213,PPD
PPD-794b,Doctoral Dissertation,2.0 units,Lecture,51258D,1.0,TBA,,10.0,2.0,Juliet Musso,20213,PPD
PPD-794c,Doctoral Dissertation,2.0 units,Lecture,51259D,1.0,TBA,,11.0,9.0,Juliet Musso,20213,PPD
PPD-794d,Doctoral Dissertation,2.0 units,Lecture,51260D,1.0,TBA,,10.0,1.0,Juliet Musso,20213,PPD
PPD-794z,Doctoral Dissertation,0.0 units,Lecture,51261D,1.0,TBA,,16.0,13.0,Juliet Musso,20213,PPD
PPDE-505,Professional Workshop in Public Administration,2.0 units,Lecture,50909D,1.0,6:00-7:50pm,Thursday,20.0,14.0,Laura Wittcoff,20213,PPDE
PPDE-506,Professional Residency in Public Administration,1.0 unit,Lecture,51072D,596.0,TBA,,20.0,15.0,Dora Kingsley Vertenten Godfrey Gozos,20213,PPDE
,,,Lecture,51075D,596.0,TBA,,20.0,13.0,Dora Kingsley Vertenten Nicolle Halbur,20213,PPDE
PPDE-580,Social Innovation,4.0 units,Lecture,50915R,1.0,2:00-5:20pm,Tuesday,26.0,0.0,Gary Painter,20213,PPDE
PPDE-612,Consulting in Healthcare Organizations,2.0 units,Lecture,50902R,1.0,6:00-8:20pm,Thursday,25.0,18.0,Philip Dalton,20213,PPDE
PPDE-628,Introduction to Lean Health Care,2.0 units,Lecture,51054R,790.0,TBA,,20.0,14.0,Trent Lim,20213,PPDE
PPDE-630,Community Health Planning,4.0 units,Lecture,50903R,1.0,2:00-5:20pm,Tuesday,20.0,0.0,David Sloane,20213,PPDE
PPDE-636,Urban Spatial Ethnography and Critical Cartography,4.0 units,Lecture,50907D,1.0,2:00-5:20pm,Tuesday,20.0,16.0,Annette Kim,20213,PPDE
PPDE-639,Housing Dynamics for Policy and Planning,4.0 units,Lecture,50917R,1.0,2:00-5:20pm,Monday,30.0,10.0,Dowell Myers,20213,PPDE
PPDE-640,Environmental Planning and Analysis,4.0 units,Lecture,50923R,1.0,2:00-5:20pm,Monday,40.0,29.0,Santina Contreras,20213,PPDE
PPDE-645,Financial Management of Nonprofit Organizations,4.0 units,Lecture,50908R,1.0,6:00-9:20pm,Wednesday,27.0,25.0,James Siegrist,20213,PPDE
PPDE-646,Grant Writing Practicum,2.0 units,Lecture,51052R,790.0,-,,26.0,15.0,Rachel Reed,20213,PPDE
PPDE-649,"International Development NGOs: Theory, Policy and Manageme",4.0 units,Lecture,50914R,1.0,6:00-9:20pm,Monday,32.0,14.0,Rym Kaki,20213,PPDE
PPDE-660,Environmental Policy Design and Analysis,4.0 units,Lecture,50919R,1.0,2:00-3:50pm,"Tue, Thu",32.0,9.0,Adam Rose,20213,PPDE
PPDE-661,Methods for Equity Analysis,4.0 units,Lecture,50918D,1.0,2:00-5:20pm,Thursday,32.0,14.0,Robynn Cox,20213,PPDE
PPDE-662,China from a US Policy Perspective,4.0 units,Lecture,50911R,1.0,6:00-9:20pm,Wednesday,32.0,14.0,Eric Heikkila,20213,PPDE
PPDE-664,Seminar in Social Justice and Public Policy,4.0 units,Lecture,50921R,1.0,2:00-5:20pm,Wednesday,32.0,25.0,Lisa Schweitzer,20213,PPDE
